id,gameTitle,subTitle,gameSystem,nowPlaying,gameStatus,gameHours,gameMinutes,addDate,startDate,beatDate,completeDate,gameNotes
532,JumpJet Rex,,Steam,N,Not Started,,,12/31/2016,,,,
533,Kingdoms of Amalur: Reckoning,,Steam,N,Not Started,,,12/31/2016,,,,
534,Mark of the Ninja: Special Edition,,Steam,N,Not Started,,,12/31/2016,,,,
535,Tales of Symphonia,,Steam,N,Not Started,,,12/31/2016,,,,
536,Disgaea PC,,Steam,N,Not Started,,,2/2/2017,,,,
537,Fire Emblem: Heroes,,Droid,N,Completed,,,2/6/2017,2/7/2017,2/9/2017,2/9/2017,
538,Final Fantasy XV,,PS4,N,Completed,,,3/21/2017,3/21/2017,5/20/2017,6/10/2017,
539,Uncharted: The Nathan Drake Collection,,PS4,N,Not Started,,,4/15/2017,,,,
540,DiRT 4,,PS4,N,Completed,,,6/10/2017,6/10/2017,6/24/2017,7/2/2017,
541,Burnstar,,Steam,N,Not Started,,,7/1/2017,,,,
542,Disgaea 5: Alliance of Vengeance,,PS4,N,Infinite,,,7/1/2017,8/29/2017,,,
543,Kingdom Hearts 358/2 Days,,PS4,N,Not Started,,,7/1/2017,,,,
544,Kingdom Hearts Birth by Sleep FINAL MIX,,PS4,N,Beaten,,,7/1/2017,11/30/2018,12/14/2018,,
545,Kingdom Hearts FINAL MIX,,PS4,Y,Started,,,7/1/2017,12/17/2018,,,
546,Kingdom Hearts II FINAL MIX,,PS4,N,Not Started,,,7/1/2017,,,,
547,Kingdom Hearts Re:Chain of Memories,,PS4,N,Not Started,,,7/1/2017,,,,
548,Kingdom Hearts Re:coded,,PS4,N,Not Started,,,7/1/2017,,,,
549,Ratchet & Clank,,PS4,N,Completed,,,7/1/2017,8/29/2017,9/13/2017,9/16/2017,
550,Rivals of Aether,,Steam,N,Not Started,,,7/1/2017,,,,
551,Stardew Valley,,Steam,N,Not Started,,,7/1/2017,,,,
552,Trackmania Turbo,,PS4,N,Infinite,,,7/1/2017,8/22/2017,,,
553,Mario Kart 8 Deluxe,,Switch,N,Completed,115,0,8/22/2017,8/22/2017,8/28/2017,1/24/2018,
554,Snipperclips,,Switch,N,Completed,5,0,9/16/2017,9/16/2017,5/2/2018,5/10/2018,
555,Super Mario Run,,Droid,N,Beaten,,,10/5/2017,10/5/2017,10/9/2017,,
556,Absolute Drift,,Steam,N,Completed,,,10/9/2017,10/9/2017,10/10/2017,10/10/2017,
557,Animal Crossing,,Switch,N,Wish List,,,,,,,
558,Captain Toad: Treasure Tracker,,Switch,N,Not Started,,,11/28/2019,,,,
559,Chocobo's Mystery Dungeon: Every Buddy,,Switch,N,Wish List,,,,,,,
560,Final Fantasy Crystal Chronicles,,Switch,N,Wish List,,,,,,,
561,Fire Emblem: Three Houses,,Switch,N,Wish List,,,,,,,
562,Hyrule Warriors: Definitive Edition,,Switch,N,Wish List,,,,,,,
563,Katamari Damacy REROLL,,Switch,N,Not Started,,,10/19/2019,,,,
564,Killer Queen Black,,Switch,N,Wish List,,,,,,,
565,Kirby Star Allies,,Switch,N,Wish List,,,,,,,
566,Luigi's Mansion 3,,Switch,N,Wish List,,,,,,,
567,Monster Boy and the Cursed Kingdom,,Switch,N,Wish List,,,,,,,
568,New Super Mario Bros. U Deluxe,,Switch,N,Not Started,,,11/28/2019,,,,
569,Oninaki,,Switch,N,Wish List,,,,,,,
570,Super Mario Maker 2,,Switch,N,Wish List,,,,,,,
571,Super Meat Boy Forever,,Switch,N,Wish List,,,,,,,
572,The Legend of Zelda: Link's Awakening,,Switch,N,Wish List,,,,,,,
573,Town,,Switch,N,Wish List,,,,,,,
574,Fire Emblem Warriors,,Switch,N,Infinite,65,0,10/28/2017,10/28/2017,10/31/2017,,
575,The Legend of Zelda: Breath of the Wild,,Switch,Y,Beaten,30,0,10/28/2017,10/29/2017,11/12/2018,,
576,Titan Quest Anniversary Edition,,Steam,N,Infinite,,,11/15/2017,11/15/2017,,,
577,Project Cars 2,,PS4,N,Completed,,,11/30/2017,11/30/2017,3/6/2018,4/19/2018,
578,Town of Salem,,Steam,N,Infinite,,,11/30/2017,,,,
579,Chroma Squad,,Steam,N,Not Started,,,12/31/2017,,,,
580,ShellShock Live,,Steam,N,Not Started,,,12/31/2017,,,,
581,Snakebird,,Steam,N,Not Started,,,12/31/2017,,,,
582,Throne of Lies,,Steam,N,Infinite,,,12/31/2017,,,,
583,Golf Story,,Switch,N,Completed,15,0,3/11/2018,3/11/2018,3/30/2018,3/30/2018,
584,Rocket League,,Switch,N,Infinite,115,0,3/11/2018,,,,
585,SUPER BOMBERMAN R,,Switch,N,Beaten,5,0,3/11/2018,4/8/2018,4/8/2018,,
586,Burnout Paradise Remastered,,PS4,N,Completed,,,4/28/2018,5/13/2018,5/19/2018,5/28/2018,
587,MapleStory 2,,PC,N,Infinite,,,5/10/2018,,,,
588,Wonder Boy: The Dragon's Trap,,Switch,N,Not Started,,0,5/20/2018,,,,
589,Gran Turismo Sport,,PS4,N,Beaten,23,0,6/13/2018,1/19/2019,5/14/2019,,Multiplayer trophies will be tough...
590,Splatoon 2,,Switch,N,Started,25,0,6/14/2018,6/14/2018,,,
591,Assault Android Cactus,,Steam,N,Not Started,,,6/21/2018,,,,
592,Enter the Gungeon,,Steam,N,Not Started,,,6/21/2018,,,,
593,Rayman Origins,,Steam,N,Not Started,,,6/21/2018,,,,
594,Undertale,,Steam,Y,Started,,,6/21/2018,11/15/2019,,,
595,Mario Tennis Aces,,Switch,N,Completed,30,0,6/23/2018,6/23/2018,6/23/2018,6/23/2018,
596,Beat Saber,,Steam,N,Infinite,,,7/19/2018,7/19/2018,,,
597,Horizon Zero Dawn: Complete Edition,,PS4,N,Not Started,,,8/25/2018,,,,
598,Steredenn,,Steam,N,Not Started,,,9/30/2018,,,,
599,Forza Horizon 4,,XB1,N,Completed,,,10/2/2018,10/2/2018,10/13/2018,11/30/2018,Placements.
600,Call of Duty: Black Ops 4,,XB1,Y,Beaten,,,10/28/2018,10/30/2018,10/30/2018,,It's in the tray.
601,Forza Horizon 2,,XB1,N,Beaten,,,10/29/2018,10/31/2018,11/5/2018,,Terrible event structure.
602,STEEP,,PS4,N,Not Started,,,11/3/2018,,,,
603,Gravel,,XB1,N,Completed,,,11/21/2018,11/24/2018,11/24/2018,11/25/2018,Gravely.
604,Okami HD,,Switch,N,Not Started,,0,11/23/2018,,,,
605,Crash Bandicoot N. Sane Trilogy,,XB1,Y,Started,,,11/29/2018,5/16/2019,,,Crash!
606,Gears of War 4,,XB1,N,Beaten,,,12/3/2018,12/3/2018,12/5/2018,,
607,Super Smash Bros. Ultimate,,Switch,Y,Started,,0,12/16/2018,12/16/2018,,,
608,Cities: Skylines,,Steam,N,Infinite,,,12/20/2018,,,,
609,Momodora: Reverie Under the Moonlight,,Steam,N,Not Started,,,12/20/2018,,,,
610,TINY METAL,,Steam,N,Not Started,,,12/20/2018,,,,
611,"Pokemon: Let''s Go, Pikachu!",,Switch,N,Completed,,0,12/28/2018,12/28/2018,1/3/2019,1/6/2019,
612,Octopath Traveler,,Switch,N,Not Started,,,1/9/2019,,,,
613,Puyo Puyo Tetris,,Switch,Y,Beaten,,,1/9/2019,12/21/2019,12/22/2019,,
614,Sonic Mania,,Switch,N,Started,,,1/9/2019,3/4/2020,,,
615,Tetris 99,,Switch,N,Infinite,,,2/13/2019,2/13/2019,2/18/2019,,First win on 2/18.
616,DiRT Rally 2.0,,XB1,N,Completed,,,2/26/2019,2/26/2019,3/16/2019,5/23/2019,
617,Super Mario Odyssey,,Switch,Y,Started,0,0,7/5/2019,,,,
618,A Hat in Time,,Steam,N,Not Started,,,4/30/2019,,,,
619,WORLD OF FINAL FANTASY,,PS4,N,Not Started,,,4/30/2019,,,,
620,Everybody's Golf,,PS4,N,Completed,,,4/30/2019,6/17/2019,6/23/2019,7/10/2019,
621,The Last Guardian,,PS4,N,Not Started,,,4/30/2019,,,,
622,Brut@l,,PS4,N,Not Started,,,4/30/2019,,,,
